Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,common_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ena_first_public,ENA-LAST-UPDATE (run),ena_last_update,Experiment,external_id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_name,SRA_accession,SRA Study,Submitter_Id,Title
ERR4238094,AMPLICON,610,581383680,PRJEB38839,SAMEA6943318,356115986,KAROLINSKA INSTITUTET,Rhesus monkey,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4196888,SAMEA6943318,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:20:18Z,public,Illumina MiSeq,E09 UPSTREAM,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943318,E09,ERS4653205,ERP122291,E09,Rhesus Indian IgM
ERR4238099,AMPLICON,610,877968730,PRJEB38839,SAMEA6943314,422790030,KAROLINSKA INSTITUTET,Rhesus monkey,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4196893,SAMEA6943314,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:20:18Z,public,Illumina MiSeq,E05 LEADER,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943314,E05,ERS4653201,ERP122291,E05,Rhesus Indian IgM
ERR4238103,AMPLICON,610,526524550,PRJEB38839,SAMEA6943356,293805164,KAROLINSKA INSTITUTET,crab-eating macaque,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4196897,SAMEA6943356,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:34:26Z,public,Illumina MiSeq,F140 LEADER,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca fascicularis,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943356,F140,ERS4653243,ERP122291,F140,Cynomolgus Indonesian
ERR4238105,AMPLICON,610,424875980,PRJEB38839,SAMEA6943325,265233673,KAROLINSKA INSTITUTET,Rhesus monkey,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4196899,SAMEA6943325,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:20:18Z,public,Illumina MiSeq,Rh1 UPSTREAM,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943325,Rh1,ERS4653212,ERP122291,Rh1,Rhesus Chinese IgM
ERR4238106,AMPLICON,610,565394360,PRJEB38839,SAMEA6943326,317618666,KAROLINSKA INSTITUTET,Rhesus monkey,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4196900,SAMEA6943326,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:20:18Z,public,Illumina MiSeq,Rh2 LEADER,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943326,Rh2,ERS4653213,ERP122291,Rh2,Rhesus Chinese IgM
ERR4238109,AMPLICON,610,468146940,PRJEB38839,SAMEA6943327,279329988,KAROLINSKA INSTITUTET,Rhesus monkey,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4196903,SAMEA6943327,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:20:18Z,public,Illumina MiSeq,Rh3 UPSTREAM,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943327,Rh3,ERS4653214,ERP122291,Rh3,Rhesus Chinese IgM
ERR4238110,AMPLICON,610,471311010,PRJEB38839,SAMEA6943328,266705783,KAROLINSKA INSTITUTET,Rhesus monkey,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4196904,SAMEA6943328,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:20:18Z,public,Illumina MiSeq,Rh4 LEADER,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943328,Rh4,ERS4653215,ERP122291,Rh4,Rhesus Chinese IgM
ERR4238111,AMPLICON,610,397981690,PRJEB38839,SAMEA6943328,233602199,KAROLINSKA INSTITUTET,Rhesus monkey,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4196905,SAMEA6943328,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:20:18Z,public,Illumina MiSeq,Rh4 UPSTREAM,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943328,Rh4,ERS4653215,ERP122291,Rh4,Rhesus Chinese IgM
ERR4238113,AMPLICON,610,525521710,PRJEB38839,SAMEA6943329,296862016,KAROLINSKA INSTITUTET,Rhesus monkey,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4196907,SAMEA6943329,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:20:18Z,public,Illumina MiSeq,Rh5 UPSTREAM,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943329,Rh5,ERS4653216,ERP122291,Rh5,Rhesus Chinese IgM
ERR4250665,AMPLICON,610,538729430,PRJEB38839,SAMEA6943355,312759143,KAROLINSKA INSTITUTET,crab-eating macaque,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4208402,SAMEA6943355,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:34:26Z,public,Illumina MiSeq,F139,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca fascicularis,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943355,F139,ERS4653242,ERP122291,F139,Cynomolgus Indonesian
ERR4250670,AMPLICON,610,591795770,PRJEB38839,SAMEA6943325,340298759,KAROLINSKA INSTITUTET,Rhesus monkey,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4208407,SAMEA6943325,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:20:18Z,public,Illumina MiSeq,Rh1,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943325,Rh1,ERS4653212,ERP122291,Rh1,Rhesus Chinese IgM
ERR4238026,AMPLICON,610,489469490,PRJEB38839,SAMEA6943351,261596604,KAROLINSKA INSTITUTET,crab-eating macaque,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4196820,SAMEA6943351,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:34:26Z,public,Illumina MiSeq,F135 LEADER,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca fascicularis,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943351,F135,ERS4653238,ERP122291,F135,Cynomolgus Indonesian
ERR4238028,AMPLICON,610,520192750,PRJEB38839,SAMEA6943352,278459545,KAROLINSKA INSTITUTET,crab-eating macaque,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4196822,SAMEA6943352,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:34:26Z,public,Illumina MiSeq,F136 LEADER,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca fascicularis,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943352,F136,ERS4653239,ERP122291,F136,Cynomolgus Indonesian
ERR4238030,AMPLICON,610,458665710,PRJEB38839,SAMEA6943353,247885928,KAROLINSKA INSTITUTET,crab-eating macaque,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4196824,SAMEA6943353,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:34:26Z,public,Illumina MiSeq,F137 LEADER,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca fascicularis,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943353,F137,ERS4653240,ERP122291,F137,Cynomolgus Indonesian
ERR4238032,AMPLICON,610,424805830,PRJEB38839,SAMEA6943354,230746310,KAROLINSKA INSTITUTET,crab-eating macaque,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4196826,SAMEA6943354,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:34:26Z,public,Illumina MiSeq,F138 UPSTREAM,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca fascicularis,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943354,F138,ERS4653241,ERP122291,F138,Cynomolgus Indonesian
ERR4238034,AMPLICON,610,436991800,PRJEB38839,SAMEA6943355,238114312,KAROLINSKA INSTITUTET,crab-eating macaque,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4196828,SAMEA6943355,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:34:26Z,public,Illumina MiSeq,F139 UPSTREAM,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca fascicularis,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943355,F139,ERS4653242,ERP122291,F139,Cynomolgus Indonesian
ERR4238036,AMPLICON,610,442902700,PRJEB38839,SAMEA6943320,248416483,KAROLINSKA INSTITUTET,Rhesus monkey,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4196830,SAMEA6943320,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:20:18Z,public,Illumina MiSeq,A1 LEADER,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943320,A1,ERS4653207,ERP122291,A1,Rhesus Indian IgM
ERR4238038,AMPLICON,610,522233810,PRJEB38839,SAMEA6943321,296303972,KAROLINSKA INSTITUTET,Rhesus monkey,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4196832,SAMEA6943321,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:20:18Z,public,Illumina MiSeq,A2 LEADER,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943321,A2,ERS4653208,ERP122291,A2,Rhesus Indian IgM
ERR4238041,AMPLICON,610,375517830,PRJEB38839,SAMEA6943322,219390114,KAROLINSKA INSTITUTET,Rhesus monkey,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4196835,SAMEA6943322,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:20:18Z,public,Illumina MiSeq,A3 UPSTREAM,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943322,A3,ERS4653209,ERP122291,A3,Rhesus Indian IgM
ERR4238043,AMPLICON,610,366976000,PRJEB38839,SAMEA6943323,215907085,KAROLINSKA INSTITUTET,Rhesus monkey,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4196837,SAMEA6943323,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:20:18Z,public,Illumina MiSeq,A4 UPSTREAM,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943323,A4,ERS4653210,ERP122291,A4,Rhesus Indian IgM
ERR4238047,AMPLICON,610,552868010,PRJEB38839,SAMEA6943339,312967340,KAROLINSKA INSTITUTET,crab-eating macaque,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4196841,SAMEA6943339,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:34:26Z,public,Illumina MiSeq,Cy1 UPSTREAM,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca fascicularis,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943339,Cy1,ERS4653226,ERP122291,Cy1,Cynomolgus Mauritius
ERR4238050,AMPLICON,610,666094990,PRJEB38839,SAMEA6943349,391477190,KAROLINSKA INSTITUTET,crab-eating macaque,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4196844,SAMEA6943349,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:34:26Z,public,Illumina MiSeq,Cy11 LEADER,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca fascicularis,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943349,Cy11,ERS4653236,ERP122291,Cy11,Cynomolgus Mauritius
ERR4238051,AMPLICON,610,564430560,PRJEB38839,SAMEA6943349,336884301,KAROLINSKA INSTITUTET,crab-eating macaque,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4196845,SAMEA6943349,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:34:26Z,public,Illumina MiSeq,Cy11 UPSTREAM,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca fascicularis,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943349,Cy11,ERS4653236,ERP122291,Cy11,Cynomolgus Mauritius
ERR4238053,AMPLICON,610,360756440,PRJEB38839,SAMEA6943350,212921010,KAROLINSKA INSTITUTET,crab-eating macaque,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4196847,SAMEA6943350,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:34:26Z,public,Illumina MiSeq,Cy12 UPSTREAM,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca fascicularis,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943350,Cy12,ERS4653237,ERP122291,Cy12,Cynomolgus Mauritius
ERR4238054,AMPLICON,610,538013290,PRJEB38839,SAMEA6943340,302758116,KAROLINSKA INSTITUTET,crab-eating macaque,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4196848,SAMEA6943340,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:34:26Z,public,Illumina MiSeq,Cy2 LEADER,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca fascicularis,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943340,Cy2,ERS4653227,ERP122291,Cy2,Cynomolgus Mauritius
ERR4238055,AMPLICON,610,513598040,PRJEB38839,SAMEA6943340,294100622,KAROLINSKA INSTITUTET,crab-eating macaque,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4196849,SAMEA6943340,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:34:26Z,public,Illumina MiSeq,Cy2 UPSTREAM,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca fascicularis,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943340,Cy2,ERS4653227,ERP122291,Cy2,Cynomolgus Mauritius
ERR4238056,AMPLICON,610,675190700,PRJEB38839,SAMEA6943341,374464696,KAROLINSKA INSTITUTET,crab-eating macaque,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4196850,SAMEA6943341,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:34:26Z,public,Illumina MiSeq,Cy3 LEADER,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca fascicularis,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943341,Cy3,ERS4653228,ERP122291,Cy3,Cynomolgus Mauritius
ERR4238061,AMPLICON,610,551907870,PRJEB38839,SAMEA6943343,307377347,KAROLINSKA INSTITUTET,crab-eating macaque,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4196855,SAMEA6943343,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:34:26Z,public,Illumina MiSeq,Cy5 UPSTREAM,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca fascicularis,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943343,Cy5,ERS4653230,ERP122291,Cy5,Cynomolgus Mauritius
ERR4238062,AMPLICON,610,636549640,PRJEB38839,SAMEA6943344,356028259,KAROLINSKA INSTITUTET,crab-eating macaque,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4196856,SAMEA6943344,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:34:26Z,public,Illumina MiSeq,Cy6 LEADER,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca fascicularis,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943344,Cy6,ERS4653231,ERP122291,Cy6,Cynomolgus Mauritius
ERR4238065,AMPLICON,610,647804140,PRJEB38839,SAMEA6943345,365906433,KAROLINSKA INSTITUTET,crab-eating macaque,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4196859,SAMEA6943345,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:34:26Z,public,Illumina MiSeq,Cy7 UPSTREAM,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca fascicularis,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943345,Cy7,ERS4653232,ERP122291,Cy7,Cynomolgus Mauritius
ERR4238066,AMPLICON,610,722437640,PRJEB38839,SAMEA6943346,427953164,KAROLINSKA INSTITUTET,crab-eating macaque,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4196860,SAMEA6943346,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:34:26Z,public,Illumina MiSeq,Cy8 LEADER,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca fascicularis,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943346,Cy8,ERS4653233,ERP122291,Cy8,Cynomolgus Mauritius
ERR4238068,AMPLICON,610,619267120,PRJEB38839,SAMEA6943347,377681022,KAROLINSKA INSTITUTET,crab-eating macaque,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4196862,SAMEA6943347,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:34:26Z,public,Illumina MiSeq,Cy9 LEADER,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca fascicularis,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943347,Cy9,ERS4653234,ERP122291,Cy9,Cynomolgus Mauritius
ERR4238069,AMPLICON,610,602750760,PRJEB38839,SAMEA6943347,360072215,KAROLINSKA INSTITUTET,crab-eating macaque,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4196863,SAMEA6943347,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:34:26Z,public,Illumina MiSeq,Cy9 UPSTREAM,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca fascicularis,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943347,Cy9,ERS4653234,ERP122291,Cy9,Cynomolgus Mauritius
ERR4238071,AMPLICON,610,320557440,PRJEB38839,SAMEA6943331,196599478,KAROLINSKA INSTITUTET,Rhesus monkey,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4196865,SAMEA6943331,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:20:18Z,public,Illumina MiSeq,D11 UPSTREAM,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943331,D11,ERS4653218,ERP122291,D11,Rhesus Chinese IgM
ERR4238072,AMPLICON,610,662144630,PRJEB38839,SAMEA6943332,371521467,KAROLINSKA INSTITUTET,Rhesus monkey,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4196866,SAMEA6943332,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:20:18Z,public,Illumina MiSeq,D15 LEADER,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943332,D15,ERS4653219,ERP122291,D15,Rhesus Chinese IgM
ERR4238073,AMPLICON,610,413160320,PRJEB38839,SAMEA6943332,248975563,KAROLINSKA INSTITUTET,Rhesus monkey,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4196867,SAMEA6943332,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:20:18Z,public,Illumina MiSeq,D15 UPSTREAM,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943332,D15,ERS4653219,ERP122291,D15,Rhesus Chinese IgM
ERR4238086,AMPLICON,610,566577760,PRJEB38839,SAMEA6943313,312826674,KAROLINSKA INSTITUTET,Rhesus monkey,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4196880,SAMEA6943313,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:20:18Z,public,Illumina MiSeq,E04 LEADER,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943313,E04,ERS4653200,ERP122291,E04,Rhesus Indian IgM
ERR4238087,AMPLICON,610,552780170,PRJEB38839,SAMEA6943313,312700321,KAROLINSKA INSTITUTET,Rhesus monkey,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4196881,SAMEA6943313,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:20:18Z,public,Illumina MiSeq,E04 UPSTREAM,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943313,E04,ERS4653200,ERP122291,E04,Rhesus Indian IgM
ERR4238091,AMPLICON,610,381275620,PRJEB38839,SAMEA6943316,225880793,KAROLINSKA INSTITUTET,Rhesus monkey,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-24,2020-06-12,ERX4196885,SAMEA6943316,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:20:18Z,public,Illumina MiSeq,E07 UPSTREAM,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943316,E07,ERS4653203,ERP122291,E07,Rhesus Indian IgM
ERR4238092,AMPLICON,610,560109930,PRJEB38839,SAMEA6943317,307731962,KAROLINSKA INSTITUTET,Rhesus monkey,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2021-01-27,2021-01-27,2020-06-22,2020-06-12,ERX4196886,SAMEA6943317,KAROLINSKA INSTITUTET,KAROLINSKA INSTITUTET,2021-01-27T11:02:00Z,2020-06-12T13:20:18Z,public,Illumina MiSeq,E08 LEADER,PAIRED,RT-PCR,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2021-02-01T00:00:00Z,SAMEA6943317,E08,ERS4653204,ERP122291,E08,Rhesus Indian IgM
